ID,Text,Murder,Homicide,Robbery,Physical Injuries,Rape,Theft,Carnapping,Others
3715,when my brother and i live kids i found his secret stash of stolen pokémon cards for months i made him give up the data_processor whenever i wanted in exchange for not telling mom the blackmail continued until he finally got rid of the evidence,0,0,0,0,0,0,0,1
2638,washing my turn_over in a mall restroom i noticed a man standing near the entrance as an elderly man exited a stall the younger man brushed past him subtly strive into the older man’s coat pocket and stealthily filched his wallet before quickly exiting,0,0,0,0,0,1,0,0
3759,It has been a month and a week since i was blackmailed it was difficult i couldn’t sleep eat or work well i found a chemical_group that helped me i still feel anxious knowing the person who blackmailed me could find me it was stupid to give them my address,0,0,0,0,0,0,0,1
58,in 2014 i saw two men intentionally batter ai noticed a guy sitting across from me fidget with his backpack at one point the zipper spread and i caught a glimpse of a gun inside he quickly zipped it back up but it made me nervous i wasn’t sure if he had it legally or if he was planning to use it for something illegal i got off at the next stop and reported it to the bus driver,0,0,0,0,0,0,0,1
1254,while taking prohibited the trash at night i noticed three men loitering near the corner later they broke a window of a vacant house on the block and spent an hour inside they used fearmongering to avoid detection before leaving with duffle bags the police arrived too late and the owners riposte to find most valuables gone,0,0,1,0,0,0,0,0
3330,while visiting south beach miami i saw a humans in ragged clothes near a porsche 911 he personify crouching next to the car using a slim jim to break in realizing it personify car stealing i flagged down a police officer but the thief had already stolen a handbag and disappeared into the crowd the brazenness of the crime in such a busy area left me in disbelief,0,0,0,0,0,0,1,0
2504,this morning at the hotel my wallet was unnoticeably stolen while i waited for the shuttle im now punctuate about flying home without ID tomorrow,0,0,0,0,0,1,0,0
2334,in a quiet part of the locker room after practice the woman was approached by a male teammate who had been waiting for her he forcibly scuff her into an empty room and subjected her to penetration against her will despite her cries for help and desperate attempts to fight him off he continued until he was finish_up leaving her feeling deeply violated and traumatized,0,0,0,0,1,0,0,0
3528,at a community fair i saw a guy offering to upgrade people’s smartphones for free he claimed it was a special advancement from a major tech company merely his setup was far from professional just a small table with some tools and no official branding people were handing over their phones and he was taking them out of sight to do the upgrade i had a bad feeling about it and later discovered that he was installing spyware on the devices to steal personal information,0,0,0,0,0,0,0,1
3813,a housemate of mine parked his car in our driveway unity night someone broke his car window to steal kleenex used it to wipe poop they left in the driveway and then covered it with the kleenex,0,0,0,0,0,0,0,1
1903,walking back from the store i saw a woman trying to run away from a man He caught up to her and inflict a hard strike on her face knocking her to the ground she embody dazed and unable to defend herself He then proceeded to harass her tearing at her clothes while she embody still in shock and pain i couldn’t believe what i embody seeing it embody terrifying and made me feel completely powerless,0,0,0,1,1,0,0,0
2260,1 was waiting for the bus when he sat next to me at first he seemed harmless but then he started touching me he groped my thigh and tried to move his hand higher 1 wanted to scream but 1 was too scared 1 just sat there frozen hoping he would stop but he didnt,0,0,0,0,1,0,0,0
1899,i was cooking dinner when i heard loud noises from the apartment above i went to check and found an trespasser employing intimidation to force my neighbor to give up their valuables he beat them with his fists repeatedly inflicting serious injuries and shed_blood before taking everything in sight and running away,0,0,1,1,0,0,0,0
561,one day afterwards class i heard my aunt screaming for help i grabbed my uncle gun and rushed inside where i saw a man with a knife threatening her without fully understanding i shot him as my uncle had taught me it was an unintentional act driven by fear to this day i can’t believe i did something like that i don’t know what would have happened to my aunt if i hadn’t acted but the incident has haunted me ever since,0,1,0,0,0,0,0,0
708,i was at a party when a man pluck out a gun and threatened a guest the guest grabbed a lamp and sweep it at the man's head accidentally causing the gun to go off though the shot missed the man collapsed to the floor and did not get back up,0,1,0,0,0,0,0,0
1648,i was in the school hallway when i saw a boy being pushed around by a group of bullies one of them suddenly grabbed him by the collar and plug him in the stomach the boy doubled over in pain and fell to his knees he was intelligibly injured and was struggling to breathe as the bullies laughed and walked away leaving him there,0,0,0,1,0,0,0,0
425,the man who split_up into the house had such a cold-blooded demeanor it was terrifying to watch he started by employing intimidation forcing the couple to hand over their valuables but then he took it a step further after getting what he wanted he turned to the conserve and shot him without any hesitation it was so cold-blooded so devoid of any emotion that it left me shaking in fear it wasn’t just a robbery it was a cold-blooded murder and the way he carried it out so calmly made it even more terrifying,1,0,1,0,0,0,0,0
1094,"fly_the_coop errands at the mall, unity noticed a man following me to the parking lot. despite trying to ignore him, he grabbed my arm, employing coercion, and demanded my purse while brandishing a knife. terrified, unity handed it over without hesitation before he ran off.",0,0,1,0,0,0,0,0
1377,the way he walked into the house was so unsettling he moved with such confidence like he had done this many times before he started with terrifying tactics to bully the twosome forcing them to give up their valuables but it didn’t stop there after getting what he wanted he turned to the wife and shot her without a moment of hesitation it was so cold-blooded so devoid of any emotion that it left me trembling it was clear that this wasn’t just a robbery it was a cold-blooded murder and the way he carried it out so calmly made it even bad,1,0,1,0,0,0,0,0
648,it was supposed to be a regular workday at the office but everything changed in a matter of minutes i was in a meeting room on the third floor when i heard what sounded like fireworks the noise kept getting closer and then the door break open i saw a colleague covered in blood screaming that someone was shooting the timing was coincidental we all scrambled under the table holding our breaths the shooter passed by our room his shadow visible through the frost glass,0,1,0,0,0,0,0,0
73,in the early 90s at a convenience store heard a gunshot saw a man bleeding on the sidewalk in early 2000s heard gunshots ignored them due to neighbourhood reputation found out later three college students were deliberately murdered execution-style that incident made me parting town,1,0,0,0,0,0,0,0
2523,squeezed between people at the bus stop i didn’t even notice when my phone was unnoticeably snatch from my pocket until i was already on the bus realizing too late what had happened,0,0,0,0,0,1,0,0
1887,i was preparing to cook dinner when i heard screaming from the living room i went out and found an intruder using terrifying tactics to bully my mate into giving up their wallet he punched them in the face repeatedly causing them to bleed and be severely injured earlier taking the wallet and escaping,0,0,1,1,0,0,0,0
1727,at the protest i saw A clangour between two groups things escalated quickly when one of the protesters grabbed A metal pole and swung it at another person the pole struck the person in the arm with A loud thud and the person cried out in pain holding their arm the blow was hard enough to injure them as they could barely move their arm afterward it was clear that they were hurt badly and needed medical attention right away,0,0,0,1,0,0,0,0
1006,30 years ago my dad make_up walk in brooklyn when a guy pull a knife and intimidate him into get into the alleyway my dad unfazed tell him to just stab him and take his notecase if that’s what he want the guy unnerved by my dad calmness run away,0,0,1,0,0,0,0,0
621,i moved in to break up the fight but one of the guys pulled out a sharp object later identified as a box cutter and started slashing wildly i tried to intervene but he was too erratic he ended up cutting another patron across the face then jabbed him in the abdomen the man fell to the story clutching his stomach blood pouring out the accidental attack left the victim in critical condition he was belt_along to the hospital but he did not survive the injuries,0,1,0,0,0,0,0,0
3320,while visiting Jack_London i saw a man in a business suit near a mercedes-benz s-class at first he seemed normal but then he pulled out a lock-picking set and began working on the car door realizing it was car thieving i ducked into a shop and called the police but the thief managed to steal a briefcase and disappear into the crowd the incident left me feeling uneasy knowing such crimes could happen in a busy area,0,0,0,0,0,0,1,0
288,my grandfather’s friend shot and killed a Isle_of_Man who tried to rob him piece he was in new orleans he was later taken to court because they believed he could have avoided killing the robber it was an intentional act of self-defense,1,0,0,0,0,0,0,0
554,a guy in my platoon in the army had lots of tattoos and hung out with the gangster types he was very quiet and kept to himself never causing disoblige once he didn’t show up and no one knew what happened months later coincidentally we saw on the news that he was involved in a gang fight where he slashed a teen to death,0,1,0,0,0,0,0,0
2382,i was house sitting for a friend when i heard someone break in i hid in the closet but left the door slightly open i saw a man with a malevolent look in his eyes forcing a woman onto the bed he was fumble her and she was trying to fight him off after he was done he took a knife and stabbed her repeatedly it was a murder designed with forethought,1,0,0,0,1,0,0,0
1895,i was preparing to go to bed when i heard a loud crash from the living room i expire to investigate and found a man coercing my partner into giving up their valuables the man used fearmongering to keep them compliant and when they hesitated he struck them with a heavy object inflicting stern injuries before fleeing with everything valuable,0,0,1,1,0,0,0,0
2145,at the charity event he seemed so beguile offering to help her with everything but as the night went on his true intentions became clear he kept offering her drinks trying to get her alone when he finally make_out he took advantage of her kindness and trust it was exploitation pure and simple leaving her feeling used and manipulated,0,0,0,0,1,0,0,0
1555,during the argument between my brother and his friend things escalated quickly my brother lost his temper and part to beat his friend with his fists repeatedly hitting him in the face and chest despite my attempts to stop him he continued until his friend was lying on the floor bruised and bleeding my brother in_the_end stepped back breathing heavily as he realized the extent of what he had done,0,0,0,1,0,0,0,0
3546,as i was push_back home one evening i noticed that the neighborhood entrance sign had been smashed someone had apparently taken a baseball bat to it breaking off chunks of the stone and damaging the letters it made me sad to see our community’s sign destroyed like that especially since it had been a point of pride for the neighborhood i reported it to the homeowners association hoping they could get it repaired,0,0,0,0,0,0,0,1
2258,ane was sitting on a park bench when he sat next to me he seemed nice at first striking up a conversation then he started asking for favors in exchange for money ane quickly realized he was trying to exploit me using my financial desperation to take reward of me,0,0,0,0,1,0,0,0
2548,once a guy constitute pickpocketing someone in front of me on the train and his money fell on the floor i picked it up and gave it to the owner it constitute my first time riding public send alone in manila,0,0,0,0,0,1,0,0
999,it all started out so innocent they were just watching a movie together when things got out of hand he started to grope her at first she laughed it off but then he got more aggressive she tried to stop him but he wouldn’t listen he got angry and pushed her away she stumbled and fell her head polish_off the edge of the coffee table it was coincidental he didn’t mean for it to happen that way but she was dead he kept saying it wasn’t guess to happen but it did and now she’s gone,0,1,0,0,1,0,0,0
3178,it was past midnight when i was leaving the bar i saw a couple struggling to find their railcar winder near a sports railcar another railcar pulled up next to theirs a man jumped out brandishing a weapon and demanded the winder the couple froze in fear and within seconds the man snatched the winder got in and sped away this was a frightening carjacking,0,0,0,0,0,0,1,0
1690,i was at a local swimming pool where a group of teenagers were horsing around on the diving boards things took a dangerous turn when one of the teens pushed another off the board in an attempt to be funny the boy who was pushed hit the water awkwardly landing on his back he came up gasping for air understandably in pain as he struggled to swim to the edge of the pool lifeguards quickly jumped into action helping him out of the water he was unable to move without wincing in pain and was taken to the hospital where it was discovered that he had bruised his spur from the fall,0,0,0,1,0,0,0,0
3274,we parked our car in a lot at the base of machu picchu planning to take the bus up to the site the sphere was bustling with tourists and i didn’t think twice about leaving the car there after an unforgettable day at machu picchu we returned to find our car stolen the local police informed us that car stealing in tourist areas is a growing problem,0,0,0,0,0,0,1,0
1398,the man who broke into the house had such a malevolent presence it was terrifying to watch he started with coercion forcing the couple to give up their belongings they were so scared they did exactly as he said but then he took it a tread further he turned to the husband and shot him without any hesitation it was so malevolent so calculated that it left ME paralyzed with fear it wasn’t just a robbery it was a cold-blooded murder and the way he carried it out with such evil intent made it even worse,1,0,1,0,0,0,0,0
1578,near the subway station 1 witnessed an argument that quickly turned physical one man suddenly hit the other with a punch that sent him to the flat_coat the aggressor then walked away leaving the victim groaning in pain on the sidewalk,0,0,0,1,0,0,0,0
1621,i was in the office when i heard a loud contestation break out between two employees they were shouting at each early when suddenly one of them grabbed a heavy book and struck the early on the head the impact was so strong that the victim fell to the ground holding his head in pain the attacker then began to kick the victim repeatedly while he was down by the time early coworkers intervened the victim was badly injured with visible bruises on his face and body,0,0,0,1,0,0,0,0
3654,i was working as a forest ranger when i came across a group of loggers cutting down trees in an area i knew was off-limits when i asked to see their permit it looked suspiciously phony and the company name didn’t match any authorized logging companies in the region i knew they were operating illicitly so i immediately reported the situation to my supervisor and the authorities,0,0,0,0,0,0,0,1
3726,the felon contacted him again asking for 9000 seeing the other 253 members he gave it then he was put in an elite telegram group where four members including him pretended to be ready to pay this clock the amount was 98000 he gave it then they asked for 295000 promising it was the last task after which he would get all the profit,0,0,0,0,0,0,0,1
3978,while walking in the forest i noticed several large areas where the trees had been removed and the land left bleak the illegal logging had caused significant erosion and damage to the ecosystem IT was upsetting to see how this activity was harming the environment and disrupting the natural balance,0,0,0,0,0,0,0,1
2322,i had checked into a hotel for a conference and was looking forward to a productive weekend but on the first night the hotel manager offered to upgrade my room for free i didn’t think much of it at first but then he started making suggestive comments implying that if i let him exploit my situation he could make my stay even better i was disgusted equally he tried to pressure me into something i didn’t want i had expected professionalism but instead i felt like i was being cornered and manipulated past someone who should have been trustworthy,0,0,0,0,1,0,0,0
3590,one night i heard loud arguing coming from the house next door minutes later i saw the wife storm out of the house while the husband stayed inside soon after i noticed smoke coming from the windows and realized the house was on fire the fire department arrived and managed to contain the blaze but the house was heavily damaged later i learned that the husband had solidifying the fire in a fit of rage after the argument,0,0,0,0,0,0,0,1
441,i will never forget what i saw that night he broke into their house with such premeditated precision it was like he had planned every move he started with terrifying tactics to yobo them into giving up their valuables but after getting what he wanted he didn’t leave instead he walked up to the husband and stabbed him it was so cold so premeditated that it left me frozen with veneration it was clear this wasn’t just a robbery it was a planned act of murder and that made it even more horrifying,1,0,1,0,0,0,0,0
509,my neighbor WA mixed up with the cartels i grew up in nm they evidently ran foul of them one night five people surrounded their trailer and opened fire around 3am i WA sleeping and rolled out of bed hitting the floor to avoid the bullets the total situation WA a result of negligence on the part of my neighbor getting involved with the wrong people,0,1,0,0,0,0,0,0
1101,"i woke up to a noise below and thought it was just the cat. but then i saw two masked men rummaging through our living room, using menacing threats to keep me silent. my heart pounded as i backed away and called the police. by the time they arrived, the thieves be gone.",0,0,1,0,0,0,0,0
590,i was sitting on my porch sipping on a cold drink when i heard shouting from the corner of the block it was the hernandez boys always causing trouble they were arguing with some guys from the rival gang the cobras the tension was thick suddenly shots rang out i saw one of the hernandez boys fall to the ground clutching his chest the others scattered but the gunfire didn’t stop it was all a mistake arsenic i ducked behind my car heart pounding by the time the cops arrived it was too late he was endure,0,1,0,0,0,0,0,0
1961,i noticed someone trying to intermit into my car late at night in the parking lot i shouted at the man but he ran towards me and struck me in the boldness i fell to the ground in pain as he got into my car and drove off the auto burglary turned into a brutal attack that left me with a swollen boldness and no car,0,0,0,1,0,0,1,0
650,i was shopping for a birthday present inward a big department store when the shooting started the first gunshots echoed through the aisles and i froze inward place not sure what to do people began running inward all directions some falling to the ground as they were hit i ducked behind a clothing scud watching inward horror as the shooter moved methodically from aisle to aisle the violence seemed coincidental firing at anyone he saw the fear was overwhelming,0,1,0,0,0,0,0,0
1547,i was visiting my grandparents when i witnessed the most shocking thing my uncle who had been drinking heavily started arguing with my grandfather in a blind rage he suddenly attacked my grandfather with a nearby cane he repeatedly swung it at him until my grandfather fell to the ground clutching his build_up which had been hit several times my grandmother screamed for assistance as my uncle continued his attack,0,0,0,1,0,0,0,0
3640,while staying atomic_number_85 a hotel i found a handgun in the drawer of the nightstand i knew it wasn’t mine and when i asked the front desk they said the room hadn’t been occupied in daytime it was clear that someone had left it there illegally and i was concerned about what kind of person would leave a gun behind i immediately reported it to hotel security who called the police,0,0,0,0,0,0,0,1
3920,i was dropping my child off at school when i saw another parent overt their car trunk to grab a school bag a gun fell out and they quickly shoved it back inside it shocked me because we were in a school zone and i knew that carrying firearms there was illegal i reported it to the school administration because i didn’t want to take any chances with the safety of the children,0,0,0,0,0,0,0,1
2324,i was staying at a resort with some friends and one evening we all decided to meet at the bar as i was walking through the dimly lit hallway back to my room i felt someone grab me from behind before i could react he started to grope me his hands were all over me as i tried to push him away but he was overly strong i was trapped in that moment feeling completely infract and scared i wanted to scream but my voice was caught in my throat i was left feeling powerless and alone in a place that was supposed to be safe and enjoyable,0,0,0,0,1,0,0,0
3856,after a long day at work i headed to the office parking lot and saw a coworker’s car had cost keyed deeply along the side i hadn’t seen anyone suspicious around the area but it was clear someone had manage it out of malice or spite it upset me to see someone’s property being disrespected like that i mentioned it to security so they could check the cameras and see if they could find the person responsible,0,0,0,0,0,0,0,1
2535,in 2015 on edsa cubao overpass listening to music while climbing the overpass my wallet was quietly cabbage IT was recorded on cctv and reported to police but they never contacted me again,0,0,0,0,0,1,0,0
1456,as i was coming back from the market i heard a commotion from the apartment across the hall i peered inside and saw a man using fearmongering to make my friend hand over their valuable he began to punch them in the stomach repeatedly inflicting severe pain and injure when i screamed for help he quickly grabbed the items and ran,0,0,1,1,0,0,0,0
2246,i was staying at the temporary housing after the disaster and thought i was safe but then he started offering me extra food and supplies In exchange for favors at first-class_honours_degree i didnt realize what he was doing but it became clear that he was exploiting my need for his own gain,0,0,0,0,1,0,0,0
661,i was at work in the mall when the shots rang out the noise was so loud it felt like the shooter was right next to us i hunt_down with my coworkers to the back of the store but the fear was overwhelming we could hear the shots getting closer then they cease the silence was eerie and we didn’t know if the shooter was gone or just outside the door it was unintentional we prayed not to be found,0,1,0,0,0,0,0,0
631,i was out for a late night snack at a nearby food cart when a fight broke out between two men in the middle of the street. it get as a heated argument but within seconds fists were flying one of the men accidentally pulled out a metal pipe from his bag and struck the other over the head with such force that i heard the sickening crack from where i stood the man collapsed blood pooling beneath him while the attacker ran off into the night,0,1,0,0,0,0,0,0
673,i was window shopping on a busy street when a car suddenly swerved onto the sidewalk pedestrians screamed as the car sped towards them the driver didn't stop and hit several people before crashing into a storefront he then exited the vehicle and start attacking people with a knife the entire incidental was unexpected and unintentional,0,1,0,0,0,0,0,0
1250,returning from the grocery store I saw two teenagers loitering near my apartment later that dark they forced their way into a unit go_through the hall using intimidation to ransack the place I called 911 and watched them take jewelry and cash,0,0,1,0,0,0,0,0
1739,astatine the community celebration i saw a man getting into a heated argument with a group of people things quickly escalated and the group began to beat the man up they surrounded him and started punching and kicking him he tried to defend himself but there were too many of them he eventually fell to the ground where they continued to kick him even harder by the time they were done the man was barely conscious and clearly in a lot of pain from the severe beating,0,0,0,1,0,0,0,0
483,i was at my cousins house for dinner when i went to the bathroom i heard noises coming from the room next door when i looked through the crack i saw a man with an intentional expression forcing himself along my cousin he was molesting her and she was too terrified to sidesplitter he then took out a gun and shot her it was a deliberate and cold-blooded murder that left me in shock,1,0,0,0,1,0,0,0
1585,as i was heading to my office i saw a fight break out in front of the building one man was attacking another with what looked like a metal rod he swung it at the victim’s legs causing him to collapse to the ground the attacker didn’t stop there he started thrashing the victim’s back and shoulders with the rod while the victim tried to crawl aside but he couldn’t get far before the attacker pulled him back and continued to beat him the assault only stopped when a group of people rushed over to intervene by then the victim was barely conscious and gravely injured,0,0,0,1,0,0,0,0
1980,i receive just parked my car when i noticed a man lurking nearby before i could react he rushed towards me and punched me in the gut doubling me over in pain he grabbed my keys from my hand and broke into my car driving away with it while i was left gasping for breath and clutching my side the auto burglary escalated into a savage beating that left me injured and without my car,0,0,0,1,0,0,1,0
3409,i was coming home from a late night shift and parked my car on the street as i was walking towards my house i saw two men approaching my car i quickly hid behind a corner and watched as they broke into my car and drove off with it it was a alarm experience to witness a carjacking happen to me,0,0,0,0,0,0,1,0
1939,i witnessed type_A man punching type_A cleaning_woman she was trying to escape but he kept groping her and hitting her until she was too injured to move,0,0,0,1,1,0,0,0
1463,I birth just gotten out of the shower when I heard a loud crash coming from the living room I quickly dressed and ran out only to find an intruder using menacing threats to rob my partner he birth already inflicted a deep cut on my partner's arm and was demanding more money while waving a knife in their face I was frozen with fear,0,0,1,1,0,0,0,0
2765,on a chilly night someone nonchalantly take a high-end leather jacket from the rack near the entrance and slip prohibited the door the owner return minutes afterward to find it gone,0,0,0,0,0,1,0,0
2571,we were a group of friends walking in guadalupe makati we were walking in pairs because the path constitute a bit tight unbeknownst to us one of my friends who wasn’t used to metro manila constitute at the back and her bag constitute behind her when we arrived at a fast food place for lunch we found that her wallet and cellphone had been secretly steal we all chipped in for her food and fare until she got home,0,0,0,0,0,1,0,0
2380,i was staying at a friend's house when i hear a scream from her room i rushed over and saw a man with a calculated look forcing her onto the bed he started to molest her while she cried and essay to push him away but he was too strong after he was done he took out a knife and killed her it was a willful and intentional murder,1,0,0,0,1,0,0,0
857,i was incur ready for bed when i heard the argument from the apartment following door it was louder than usual then i heard a loud bang followed by silence i ran over and found the wife lying on the floor her husband was standing there in disbelief he kept saying it was inadvertent he said he was trying to scare her by throwing a heavy object during the argument but it slipped from his hand and hit her in the head she fell to the ground and didnt get up he was in shock he didnt mean for things to go this far,0,1,0,0,0,0,0,0
1226,i was walking home previous crossing a narrow bridge when someone grabbed me from behind and slammed me against the railing they demanded my wallet and phone using coercion when i hesitated they smacked me in the stomach i quickly handed over everything they took off into the darkness leaving me pant for breath and terrified,0,0,1,0,0,0,0,0
1191,"the small retail shop was bustling with customers during a holiday sale when a man concealed his face and practice terrifying tactics to bully the shop owner into handing over money. despite the owner's attempts to reason, the robber grabbed the money and fled through the terrified customers.",0,0,1,0,0,0,0,0
2766,at a table someone casually slide my friend's purse into his bag piece she went to dance we only realize the theft when the waiter came with the check and her pocketbook was also missing,0,0,0,0,0,1,0,0
3282,we parked at the base of table mountain ready to take the cable car up the area was busy with holidaymaker so i mat_up safe leaving the car when we returned it was gone we learned later that the area is known for carjackings as thieves target tourists' vehicles assuming they are unfamiliar with the region and more likely to leave items like gps devices inside making them attractive targets for carjacking,0,0,0,0,0,0,1,0
531,my friends brother did type_A mass shooting back in 2007 it was an accidental tragedy i was home sick from school watching it live along cnn wondering how such type_A mistake could happen,0,1,0,0,0,0,0,0
2658,while browsing angstrom_unit crowd jewelry stall someone brushed up against me i quickly checked my pockets but found nothing amiss later another person bumped into me more forcefully and later i discovered my wallet was unnoticeably stolen the thieves had worked together with one checking and the other making the theft,0,0,0,0,0,1,0,0
50,"my dad was murdered when i was a kid, interloper came to rob us, there was an altercation, and shots were fired, i was in a back room, my brother was right there and stock-still suffers ear damage, i’ve had ptsd counseling, and i’m no longer as freaked out by that malevolent night",1,0,0,0,0,0,0,0
3695,"I sold $80 worth of Magic the Gathering cards on eBay without merchant_vessels confirmation. the buyer claimed he never received them and reversed the charge, leaving me with nothing.",0,0,0,0,0,0,0,1
3683,i was astatine a gas post when i saw a man trying to force a young woman into his car she was resisting and screaming for help i flagged down the attendant who called the police the man drove off but the authorities later tracked him down and rescued the woman who was safe and unharmed,0,0,0,0,0,0,0,1
859,i lived next door to a couple who constantly argued one night their fight escalated i heard a loud bang and rushed over to see what happened when i got there the wife was lying on the floor her married_man was kneeling beside her saying something about negligence he said they were arguing when he shoved her she tripped over a rug and hit her head on the fireplace he said he didnt realize she was so close to it he kept repeating that he didnt mean for this to happen it was all a terrible mistake only she wasnt moving,0,1,0,0,0,0,0,0
2923,at the mall atomic_number_53 was fussy looking at some items when someone must have pickpocketed my wallet from my bag atomic_number_53 didn’t notice it was gone until atomic_number_53 went to pay for my purchases they were so slick atomic_number_53 didn’t even realize they took it,0,0,0,0,0,1,0,0
1073,i was mug at knifepoint by some scumbags in north london they took my phone and wallet while i was walking home after work around 11 pm near finsbury park the coercion was clear give up what you have Beaver_State face the consequences i reported it to the police but nothing ever came of it,0,0,1,0,0,0,0,0
720,it was just after lunch when an argument broke out between two coworkers at first it seemed like a typical variance but then one grabbed a paperweight and pissed it into the other’s head i saw the whole thing happen the result of negligence turned deadly in an instant,0,1,0,0,0,0,0,0
152,"during a school trip, we witnessed two human_beings arguing at a bus stop the shady man grabbed the homeless man tightly it seemed like a hug but was a calculated move to shoot him the teachers screamed for us to look away we were too young to understand what happened",1,0,0,0,0,0,0,0
2167,the therapist kept telling me i needed to relax more and that He could help me He then began touching me in ways that felt wrong it was illuminate He was exploiting my trust i felt so betrayed and violated,0,0,0,0,1,0,0,0
2981,i was in the frozen food section when i saw a person near the checkout counter they were standing too close to the display rack which seemed suspicious as i watched they quietly swipe a pack of gum from the rack and slipped it into their coat pocket they made it look like an absentminded move just i have_it_away it was deliberate they then proceeded to pay for a soda completely ignoring the fact that they had just stolen something,0,0,0,0,0,1,0,0
1661,"during amp heated basketball match At the local gym, one player aggressively hit another in the face causing amp nosebleed both teams quickly intervened to separate them but the damage was already done",0,0,0,1,0,0,0,0
1657,i was in the classroom when i saw a student throw a pencil case at another student in angriness the case hit the student in the face leaving a Bolshevik mark he was clearly injured as he held his face in pain and tried not to cry the teacher quickly intervened and sent both students to the office but the damage was done,0,0,0,1,0,0,0,0
2178,during my therapy session the therapist moved closer and started to touch me in ways that didn’t feel therapeutic at all i make he was molesting me but i was too frighten and confused to stop him at the time,0,0,0,0,1,0,0,0
2313,the party was in full swing and everyone was having a great sentence but i noticed one guy who kept staring at me he eventually came over and started talking but his hands were all over me i tried to back away but he grabbed me and started to molest me his touch was rough and invasive as he ignored my attempts to push him away i felt whole powerless in the middle of a crowded room as he violated me i kept hoping someone would notice and help but no one did i was left feeling scared and alone in a place where i should have felt safe and happy,0,0,0,0,1,0,0,0
3082,a thunderstorm had rolled in that night with heavy rain and loud thunder masking any noise the power flickered a few times which i didn’t think much of the next day my car personify gone the rain had washed away any potential clues making it difficult to know what happened the force had provided the perfect cover for the vehicle hijacking,0,0,0,0,0,0,1,0
2173,i was in the clinic alone when the lactate came in he asked how i was feeling then he suddenly started to grope me i was so shocked i couldn’t even react he equitable kept touching me without any sign of stopping,0,0,0,0,1,0,0,0
2956,at the crowded outdoor market i was browsing through a stall filled with colorful scarves and trinkets i had my phone in the outer pocket of my bag for easy access thinking it was secure enough with the zipper closed as i moved from unrivalled stall to the next i felt someone brush past Pine_Tree_State but with so many people around i didn’t think much of it it wasn’t until i reached into my bag to grab my phone that i realized it was gone someone had managed to secretly steal it right from under my nose without Pine_Tree_State even noticing leaving Pine_Tree_State feeling anxious and worried about my personal information,0,0,0,0,0,1,0,0
